ID,Handle,Command,Title,Metafield: custom.product_collections [list.single_line_text_field]
8940221399271,willa-1,MERGE,WILLA CASHMERE BRA,
8940221497575,willa-2,MERGE,WILLA CASHMERE BRA,
8940220973287,brady-chocolate,MERGE,BRADY SWEATER,"[""Sweaters"",""Knitwear""]"
8940221792487,lenny-1,MERGE,LENNY VEST,"[""Knitwear"",""Tops"",""Knitwear Tops""]"
8940221661415,lenny,MERGE,LENNY VEST,"[""Knitwear"",""Knitwear Tops"",""Tops""]"
8940221858023,james-sweater-oatmeal,MERGE,James Sweater,"[""Sweaters"",""Knitwear"",""Tops"",""Knitwear Tops""]"
8940221956327,francis-top-1,MERGE,Francis Sweater,"[""Sweaters"",""Knitwear""]"
8940220842215,emma-skirt-6,MERGE,Emma Skirt,"[""Skirts"",""Bottoms"",""Knitwear"",""Knitwear Bottoms""]"
8940222677223,shrunken-raglan-sweatshirt-clay,MERGE,Shrunken Raglan Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops""]"
8940222841063,oversized-crewneck-sweatshirt-clay,MERGE,Oversized Crewneck Sweatshirt,
8940222054631,terry-boyfriend-short-2,MERGE,TERRY BOYFRIEND SHORT,
8940223004903,terry-raglan-cutoff-top-2,MERGE,TERRY RAGLAN CUTOFF TOP,
8940222447847,classic-sweatpant-clay,MERGE,Classic Sweatpant,
8940223135975,ls-raglan-sweatshirt-4,MERGE,Long Sleeve Raglan Sweatshirt,
8940222513383,straight-leg-sweatpant-clay,MERGE,Straight Leg Sweatpant,
8940223299815,oversized-polo-sweatshirt,MERGE,Oversized Polo Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops""]"
8940223430887,oversized-polo-sweatshirt-1,MERGE,Oversized Polo Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops""]"
8940223660263,paige,MERGE,Paige Cashmere Vest,"[""Knitwear""]"
8940223103207,terry-boyfriend-short-3,MERGE,TERRY BOYFRIEND SHORT,
8940223594727,luna-1,MERGE,Luna Cashmere Skirt,"[""Skirts"",""Knitwear"",""Bottoms""]"
8940223758567,paige-1,MERGE,Paige Cashmere Vest,"[""Knitwear""]"
8940223987943,clive-1,MERGE,Clive V-Neck Sweater,"[""Sweaters"",""Knitwear""]"
8940223889639,clive,MERGE,Clive V-Neck Sweater,"[""Sweaters"",""Knitwear""]"
8940224184551,tank-maxi-dress,MERGE,Tank Maxi Dress,
8940224282855,long-sleeve-crewneck-mini-dress,MERGE,Long Sleeve Crewneck Mini Dress,
8940223496423,luna,MERGE,Luna Cashmere Skirt,"[""Skirts"",""Knitwear"",""Bottoms""]"
8940224020711,long-sleeve-fitted-top-clay,MERGE,Long Sleeve Fitted Top,
8940224381159,long-sleeve-crewneck-maxi-dress,MERGE,Long Sleeve Crewneck Maxi Dress,
8940224479463,high-neck-fitted-tank-4,MERGE,High Neck Fitted Tank,
8940225003751,high-rise-legging-1,MERGE,High Rise Legging,"[""Leggings"",""Bottoms"",""Lounge"",""Lounge Bottoms""]"
8940224708839,emma-skirt-7,MERGE,Emma Skirt,"[""Skirts"",""Bottoms""]"
8940224577767,emma-skirt-black,MERGE,Emma Skirt,"[""Skirts"",""Bottoms""]"
8940224839911,emma-skirt-8,MERGE,Emma Skirt,"[""Skirts"",""Bottoms""]"
8940225593575,short-sleeve-baby-tee-clay,MERGE,Short Sleeve Baby Tee,"[""T-shirts""]"
8940225429735,sports-bra-1,MERGE,Sports Bra,"[""Intimates"",""Bras"",""Lounge""]"
8940225167591,boy-short-1,MERGE,High Waisted Boy Short,"[""Shorts"",""Intimates"",""Lounge""]"
8940225659111,lounge-pant-clay,MERGE,Lounge Pant,
8940225757415,shrunken-hoodie-sweatshirt,MERGE,Shrunken Hoodie Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops"",""tops""]"
8940225888487,shrunken-hoodie-sweatshirt-1,MERGE,Shrunken Hoodie Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops"",""tops""]"
8940226478311,fitted-tank-1,MERGE,Fitted Tank,"[""Tanks""]"
8940226052327,shrunken-hoodie-sweatshirt-2,MERGE,Shrunken Hoodie Sweatshirt,"[""Sweatshirts"",""Lounge"",""Lounge Tops"",""tops""]"
8940226314471,fitted-tank,MERGE,Fitted Tank,"[""Tanks""]"
8940226576615,fitted-tank-2,MERGE,Fitted Tank,"[""Tanks""]"
8940226707687,loose-tank,MERGE,Loose Tank,"[""Tanks"",""Tops""]"
8940226871527,loose-tank-2,MERGE,Loose Tank,"[""Tanks"",""Tops""]"
8940226773223,loose-tank-1,MERGE,Loose Tank,"[""Tanks"",""Tops""]"
8940226969831,loose-tank-3,MERGE,Loose Tank,"[""tops"",""tanks""]"
8940227068135,halter-mini-dress,MERGE,Halter Mini Dress,"[""Dresses"",""Mini""]"
8940227231975,halter-mini-dress-1,MERGE,Halter Mini Dress,"[""Dresses"",""Mini""]"
8940226183399,terry-boyfriend-short-4,MERGE,TERRY BOYFRIEND SHORT,"[""Shorts"",""Bottoms"",""Lounge"",""Lounge Bottoms""]"
8940227297511,halter-maxi-dress,MERGE,Halter Maxi Dress,"[""Dresses"",""Maxi""]"
8940227526887,90s-tank,MERGE,90s Tank,"[""Tanks"",""Lounge"",""Lounge Tops""]"
8940227395815,halter-maxi-dress-1,MERGE,Halter Maxi Dress,"[""Dresses"",""Maxi""]"
8940227657959,90s-tank-1,MERGE,90s Tank,"[""Tanks"",""Lounge"",""Lounge Tops""]"
8940227985639,halter-top,MERGE,Cropped Halter Top,"[""Tops""]"
8940228083943,halter-top-1,MERGE,Cropped Halter Top,"[""Tops""]"
8940228182247,sleeveless-crewneck-sweatshirt,MERGE,SLEEVELESS CREWNECK TOP,"[""Tops"",""Lounge"",""Lounge Tops""]"
8940228378855,tube-maxi-dress-1,MERGE,TUBE MAXI DRESS,"[""Dresses"",""Maxi""]"
8940228346087,tube-maxi-dress,MERGE,TUBE MAXI DRESS,"[""Dresses"",""Maxi""]"
8940228542695,tube-maxi-dress-2,MERGE,TUBE MAXI DRESS,"[""Dresses"",""Maxi""]"
8940228903143,square-neck-tank,MERGE,SQUARE NECK TANK,"[""Tanks"",""Lounge"",""Lounge Tops""]"
8940227821799,high-neck-fitted-tank-5,MERGE,High Neck Fitted Tank,"[""Tanks"",""Lounge"",""Lounge Tops""]"
8940229001447,square-neck-tank-1,MERGE,SQUARE NECK TANK,"[""Tanks"",""Lounge"",""Lounge Tops""]"
8940228673767,drawstring-short-black,MERGE,DRAWSTRING SHORT,"[""Shorts"",""Bottoms"",""Lounge""]"
8940229099751,square-neck-maxi-dress-3,MERGE,Square Neck Maxi Dress,"[""Dresses"",""Maxi""]"
8940228804839,drawstring-short-heather-grey,MERGE,DRAWSTRING SHORT,"[""Shorts"",""Bottoms"",""Lounge""]"
