"ID","Handle","Command","Title","Status","Published","Published At"
"8904014725341","fitted-crewneck-short-sleeve-t-shirt-moss-sj","MERGE","FITTED CREWNECK SHORT SLEEVE T-SHIRT","Active","true","2025-01-14 08:27:50 -0800"
"8904020689117","fitted-crewneck-long-sleeve-t-shirt-chocolate-sj","MERGE","FITTED CREWNECK LONG SLEEVE T-SHIRT","Active","true","2025-01-14 08:42:18 -0800"
"8904021147869","fitted-crewneck-long-sleeve-t-shirt-ivory-sj","MERGE","FITTED CREWNECK LONG SLEEVE T-SHIR","Active","true","2025-01-14 08:44:41 -0800"
"8904022327517","fitted-crewneck-long-sleeve-t-shirt-moss-sj","MERGE","FITTED CREWNECK LONG SLEEVE T-SHIRT","Active","true","2025-01-14 08:49:39 -0800"
"8904023572701","fitted-crewneck-long-sleeve-t-shirt-heather-grey-sj","MERGE","FITTED CREWNECK LONG SLEEVE T-SHIRT","Active","true","2025-01-14 08:54:12 -0800"
"8904028684509","fitted-crewneck-long-sleeve-t-shirt-cream-cm","MERGE","FITTED CREWNECK LONG SLEEVE T-SHIRT","Active","true","2025-01-14 09:06:24 -0800"
"8904036843741","lounge-pant-heather-oatmeal-ct","MERGE","Lounge Pant","Active","false",""
"8904039629021","lounge-pant-moss-ct","MERGE","Lounge Pant","Active","true","2025-05-15 06:00:41 -0700"
"8904043036893","lounge-pant-navy-ct","MERGE","Lounge Pant","Active","true","2025-05-15 06:00:41 -0700"
"8904043823325","lounge-pant-chocolate-ct","MERGE","Lounge Pant","Active","true","2025-05-15 06:00:41 -0700"
"8914680742109","test-2-red","MERGE","Test 2 red","Active","true","2025-01-30 06:24:05 -0800"
"8919839211741","emma-cashmere-skirt-moss","MERGE","EMMA SKIRT","Active","true","2024-11-03 00:59:14 -0700"
"8919839244509","short-sleeve-raglan-sweatshirt-heather-oatmeal","MERGE","SHORT SLEEVE RAGLAN SWEATSHIRT","Active","true","2025-01-10 18:37:23 -0800"
"8919839277277","boyfriend-pocket-sweatpant-heather-oatmeal","MERGE","BOYFRIEND POCKET SWEATPANT","Active","true","2025-01-10 18:36:06 -0800"
"8919839310045","oversized-raglan-sweatshirt-heather-oatmeal","MERGE","OVERSIZED RAGLAN SWEATSHIRT","Active","true","2025-01-10 18:36:43 -0800"
"8919839473885","classic-sweatpant-dove","MERGE","CLASSIC SWEATPANT","Active","true","2025-01-28 08:05:48 -0800"
"8919839539421","straight-leg-sweatpant-dove","MERGE","STRAIGHT LEG SWEATPANT","Active","true","2025-01-28 08:14:43 -0800"
"8919839572189","shrunken-raglan-sweatshirt-dove","MERGE","SHRUNKEN RAGLAN SWEATSHIRT","Active","true","2025-01-28 08:00:28 -0800"
