"ID","Handle","Command","Title","Status"
"8819131252957","etienne","MERGE","ETIENNE SWEATER","Active"
"8819131318493","etienne-1","MERGE","ETIENNE SWEATER","Active"
"8819131351261","etienne-2","MERGE","ETIENNE SWEATER","Active"
"8819131384029","classic-sweatpant-navy","MERGE","Classic Sweatpant","Active"
"8819131449565","straight-leg-sweatpant","MERGE","Straight Leg Sweatpant","Active"
"8819131515101","shrunken-raglan-sweatshirt","MERGE","Shrunken Raglan Sweatshirt","Active"
"8819131580637","oversized-crewneck-sweatshirt-navy","MERGE","Oversized Crewneck Sweatshirt","Active"
"8819131744477","james-4","MERGE","JAMES SWEATER","Active"
"8819131777245","highwaist-legging","MERGE","HIGH WAIST LEGGING","Active"
"8819131810013","highwaist-legging-1","MERGE","HIGH WAIST LEGGING","Active"
"8819131908317","highwaist-legging-2","MERGE","HIGH WAIST LEGGING","Active"
"8819132039389","cropped-cardigan","MERGE","CROPPED CARDIGAN","Active"
"8819132072157","cropped-cardigan-1","MERGE","CROPPED CARDIGAN","Active"
