"ID","Handle","Command","Title","Status"
"8940200788199","long-sleeve-turtleneck-dress-maxi-heather-grey","MERGE","Long Sleeve Turtleneck Maxi Dress","Draft"
"8940200984807","classic-sweatpant-heather-brown","MERGE","Classic Sweatpant","Draft"
"8940201279719","straight-leg-sweatpant-heather-brown","MERGE","Straight Leg Sweatpant","Draft"
"8940201541863","shrunken-raglan-sweatshirt-choco","MERGE","Shrunken Raglan Sweatshirt","Draft"
"8940201804007","oversized-crewneck-sweatshirt-choco","MERGE","Oversized Crewneck Sweatshirt","Draft"
"8940202098919","sloane","MERGE","Sloane Dress","Draft"
"8940202164455","romee","MERGE","Romee Top","Draft"
"8940202328295","chloe","MERGE","Chloé Top","Draft"
"8940202361063","simone","MERGE","Simone Top","Draft"
"8940202492135","sadie","MERGE","Sadie Dress","Draft"
"8940202721511","theodore-1","MERGE","Theodore Cardigan","Draft"
"8940203049191","james-3","MERGE","James Sweater","Draft"
"8940203376871","long-sleeve-crewneck-dress-mini-earth","MERGE","Long Sleeve Crewneck Mini Dress","Draft"
"8940203442407","short-sleeve-baby-tee-earth","MERGE","Short Sleeve Baby Tee","Draft"
"8940203507943","lounge-pant-earth","MERGE","Lounge Pant","Draft"
"8940203573479","long-sleeve-crewneck-dress-maxi-sand","MERGE","Long Sleeve Crewneck Maxi Dress","Draft"
"8940203671783","tank-dress-mini-earth","MERGE","Tank Mini Dress","Draft"
"8940203802855","tank-dress-mini-oat","MERGE","Tank Mini Dress","Draft"
"8940203933927","tank-dress-mini-olive","MERGE","Tank Mini Dress","Draft"
"8940203999463","tank-dress-mini-sand","MERGE","Tank Mini Dress","Draft"
"8940204064999","tank-dress-maxi-chocolate","MERGE","Tank Maxi Dress","Draft"
"8940204130535","tank-dress-maxi-earth","MERGE","Tank Maxi Dress","Draft"
"8940204228839","tank-dress-maxi-olive","MERGE","Tank Maxi Dress","Draft"
"8940204359911","tank-dress-maxi-sand","MERGE","Tank Maxi Dress","Draft"
"8940204523751","tank-dress-maxi-oat","MERGE","Tank Maxi Dress","Draft"
"8940204818663","long-sleeve-crewneck-dress-mini-oat","MERGE","Long Sleeve Crewneck Mini Dress","Draft"
"8940204884199","long-sleeve-crewneck-dress-mini-sand","MERGE","Long Sleeve Crewneck Mini Dress","Draft"
"8940205146343","long-sleeve-crewneck-dress-maxi-earth","MERGE","Long Sleeve Crewneck Maxi Dress","Draft"
"8940205310183","long-sleeve-crewneck-dress-maxi-oat","MERGE","Long Sleeve Crewneck Maxi Dress","Draft"
"8940205506791","long-sleeve-turtleneck-dress-maxi-earth","MERGE","Long Sleeve Turtleneck Maxi Dress","Draft"
"8940205768935","long-sleeve-turtleneck-dress-maxi-sand","MERGE","Long Sleeve Turtleneck Maxi Dress","Draft"
